,Element-type,Size,Shape,Data-type
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2,group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/channelRead,dataset,1.0,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataAxis,dataset,5000.0,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataValue,dataset,5000.0,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileCount,dataset,1.0,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileName,dataset,1.0,"(1,)",|S29
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileReadDelay,dataset,1.0,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileTime,dataset,1.0,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerName,dataset,100.0,"(100,)",|S17
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerValue,dataset,100.0,"(100,)",|S16
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3,group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3/FileRead,dataset,1.0,(),|S166
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4,group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/channelRead,dataset,1.0,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataAxis,dataset,2000.0,"(2000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataValue,dataset,2000.0,"(2000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileCount,dataset,1.0,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileName,dataset,1.0,"(1,)",|S29
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileReadDelay,dataset,1.0,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileTime,dataset,1.0,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerName,dataset,100.0,"(100,)",|S17
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerValue,dataset,100.0,"(100,)",|S16
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR,group,,,
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,group,,,
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAcquisitionTime,dataset,1.0,"(1,)",int64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAmplitude,dataset,768.0,"(768,)",float64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataDelay,dataset,768.0,"(768,)",float64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataImage,dataset,442368.0,"(768, 576)",int16
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileCount,dataset,1.0,"(1,)",int32
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileName,dataset,1.0,"(1,)",|S17
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileTime,dataset,1.0,"(1,)",int64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fittedAmplitude,dataset,768.0,"(768,)",float64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/pulseWidth,dataset,1.0,"(1,)",float64
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER,group,,,
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition/nameValue,dataset,100.0,"(100,)",|S45
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition/floatValue,dataset,100.0,"(100,)",float64
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS,group,,,
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition/nameValue,dataset,100.0,"(100,)",|S19
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition/floatValue,dataset,100.0,"(100,)",float64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI,group,,,
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,group,,,
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileCount,dataset,1.0,"(1,)",int32
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileName,dataset,1.0,"(1,)",|S42
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileReadDelay,dataset,1.0,"(1,)",int64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileTime,dataset,1.0,"(1,)",int64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/floatValue,dataset,1.0,"(1,)",float64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/integerValue,dataset,1.0,"(1,)",int64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/stringValue,dataset,1.0,"(1,)",|S4
AwakeEventData/TSG41.AWAKE-CTRHET-WR8,group,,,
AwakeEventData/TSG41.AWAKE-CTRHET-WR8/FileRead,dataset,1.0,(),|S166
AwakeEventData/TSG41.AWAKE-DENSITY-DATA,group,,,
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition/nameValue,dataset,100.0,"(100,)",|S18
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition/floatValue,dataset,100.0,"(100,)",float64
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT,group,,,
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition/nameValue,dataset,100.0,"(100,)",|S20
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition/floatValue,dataset,100.0,"(100,)",float64
AwakeEventData/TSG41.AWAKE-LASER-DATA,group,,,
AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition/nameValue,dataset,100.0,"(100,)",|S55
AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition/floatValue,dataset,100.0,"(100,)",float64
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS,group,,,
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition/nameValue,dataset,100.0,"(100,)",|S19
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition/floatValue,dataset,100.0,"(100,)",float64
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ,group,,,
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition/nameValue,dataset,100.0,"(100,)",|S16
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition,group,,,
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition/floatValue,dataset,100.0,"(100,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN,group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAcquisitionTime,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAxis,dataset,3648.0,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataValue,dataset,3648.0,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileCount,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileName,dataset,1.0,"(1,)",|S44
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileReadDelay,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileTime,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerName,dataset,11.0,"(11,)",|S32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerValue,dataset,11.0,"(11,)",|S28
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/nPixels,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP,group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAcquisitionTime,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAxis,dataset,3648.0,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataValue,dataset,3648.0,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileCount,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileName,dataset,1.0,"(1,)",|S43
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileReadDelay,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileTime,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerName,dataset,11.0,"(11,)",|S32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerValue,dataset,11.0,"(11,)",|S28
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/nPixels,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico1,group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/FileTime,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAcquisitionTime,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAxis,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue1,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue2,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue3,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue4,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileCount,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileName,dataset,1.0,"(1,)",|S17
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileReadDelay,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerName,dataset,100.0,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerValue,dataset,100.0,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/nPixels,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico2,group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/FileTime,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAcquisitionTime,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAxis,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue1,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue2,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue3,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue4,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileCount,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileName,dataset,1.0,"(1,)",|S17
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileReadDelay,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerName,dataset,100.0,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerValue,dataset,100.0,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/nPixels,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico3,group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/FileTime,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAcquisitionTime,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAxis,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue1,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue2,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue3,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue4,dataset,785.0,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileCount,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileName,dataset,1.0,"(1,)",|S17
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileReadDelay,dataset,1.0,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerName,dataset,100.0,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerValue,dataset,100.0,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/nPixels,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BCTF.412340,group,,,
AwakeEventData/TT41.BCTF.412340/Acquisition,group,,,
AwakeEventData/TT41.BCTF.412340/Acquisition/acqTime,dataset,1.0,"(1,)",|S26
AwakeEventData/TT41.BCTF.412340/Acquisition/beamDestinationStr,dataset,1.0,"(1,)",|S5
AwakeEventData/TT41.BCTF.412340/Acquisition/beamID,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh1,dataset,2.0,"(2,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh2,dataset,2.0,"(2,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh1,dataset,1.0,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh2,dataset,1.0,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh1,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh2,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh1,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh2,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorVActual,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/commonStatus,dataset,1.0,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/cycleTime,dataset,1.0,"(1,)",|S26
AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh1,dataset,1.0,"(1,)",|S1
AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh2,dataset,1.0,"(1,)",|S1
AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh1,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh2,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh1,dataset,32.0,"(32,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh2,dataset,32.0,"(32,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh1,dataset,1.0,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh2,dataset,1.0,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/nbOfMeas,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalCurrentPreferred,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh1,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh2,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh1,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh2,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityPreferred,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unit,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unitExponent,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BPM.412343,group,,,
AwakeEventData/TT41.BPM.412343/Acquisition,group,,,
AwakeEventData/TT41.BPM.412343/Acquisition/horAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/horPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/posOK,dataset,1.0,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412343/Acquisition/sigma,dataset,12.0,"(12,)",int32
AwakeEventData/TT41.BPM.412343/Acquisition/sigmaAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/spsExtraction,dataset,1.0,(),bool
AwakeEventData/TT41.BPM.412343/Acquisition/spsExtractionIndex,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BPM.412343/Acquisition/verAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/verPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412345,group,,,
AwakeEventData/TT41.BPM.412345/Acquisition,group,,,
AwakeEventData/TT41.BPM.412345/Acquisition/horAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/horPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/posOK,dataset,1.0,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412345/Acquisition/sigma,dataset,12.0,"(12,)",int32
AwakeEventData/TT41.BPM.412345/Acquisition/sigmaAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/spsExtraction,dataset,1.0,(),bool
AwakeEventData/TT41.BPM.412345/Acquisition/spsExtractionIndex,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BPM.412345/Acquisition/verAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/verPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412347,group,,,
AwakeEventData/TT41.BPM.412347/Acquisition,group,,,
AwakeEventData/TT41.BPM.412347/Acquisition/horAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/horPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/posOK,dataset,1.0,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412347/Acquisition/sigma,dataset,12.0,"(12,)",int32
AwakeEventData/TT41.BPM.412347/Acquisition/sigmaAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/spsExtraction,dataset,1.0,(),bool
AwakeEventData/TT41.BPM.412347/Acquisition/spsExtractionIndex,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BPM.412347/Acquisition/verAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/verPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412349,group,,,
AwakeEventData/TT41.BPM.412349/Acquisition,group,,,
AwakeEventData/TT41.BPM.412349/Acquisition/horAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/horPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/posOK,dataset,1.0,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412349/Acquisition/sigma,dataset,12.0,"(12,)",int32
AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/spsExtraction,dataset,1.0,(),bool
AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BPM.412349/Acquisition/verAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/verPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412349_HF,group,,,
AwakeEventData/TT41.BPM.412349_HF/Acquisition,group,,,
AwakeEventData/TT41.BPM.412349_HF/Acquisition/horAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/horPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/posOK,dataset,0.0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigma,dataset,12.0,"(12,)",int32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigmaAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtraction,dataset,1.0,(),bool
AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtractionIndex,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/verAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/verPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412351,group,,,
AwakeEventData/TT41.BPM.412351/Acquisition,group,,,
AwakeEventData/TT41.BPM.412351/Acquisition/horAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/horPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/posOK,dataset,1.0,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412351/Acquisition/sigma,dataset,12.0,"(12,)",int32
AwakeEventData/TT41.BPM.412351/Acquisition/sigmaAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/spsExtraction,dataset,1.0,(),bool
AwakeEventData/TT41.BPM.412351/Acquisition/spsExtractionIndex,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BPM.412351/Acquisition/verAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/verPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412351_HF,group,,,
AwakeEventData/TT41.BPM.412351_HF/Acquisition,group,,,
AwakeEventData/TT41.BPM.412351_HF/Acquisition/horAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/horPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/posOK,dataset,0.0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigma,dataset,12.0,"(12,)",int32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigmaAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtraction,dataset,1.0,(),bool
AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtractionIndex,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/verAvePos,dataset,1.0,"(1,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/verPos,dataset,12.0,"(12,)",float32
AwakeEventData/TT41.BTV.412350,group,,,
AwakeEventData/TT41.BTV.412350/Acquisition,group,,,
AwakeEventData/TT41.BTV.412350/Acquisition/acqCounter,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/acqDesc,dataset,1.0,"(1,)",|S7
AwakeEventData/TT41.BTV.412350/Acquisition/acqMsg,dataset,1.0,"(1,)",|S2
AwakeEventData/TT41.BTV.412350/Acquisition/acqState,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/acqTime,dataset,1.0,"(1,)",|S26
AwakeEventData/TT41.BTV.412350/Acquisition/acqTimeInCycle,dataset,1.0,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet1,dataset,1.0,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet2,dataset,1.0,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/beamID,dataset,1.0,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset,dataset,1.0,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_max,dataset,1.0,"(1,)",int16
